MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,Total Fuel Consumption(MPG),CO2EMISSIONS
2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,Z,19,338
2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,E,14,331
2014,LAND ROVER,RANGE ROVER V6 3.0 SC,SUV - STANDARD,3,6,AS8,Z,23,283
2014,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3,6,AS8,Z,23,283
2014,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3,6,AS8,E,16,277
2014,LAND ROVER,RANGE ROVER V8 5.0 SC,SUV - STANDARD,5,8,AS8,Z,18,354
2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,Z,19,347
2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,E,13,342
2014,LEXUS,CT 200h,COMPACT,1.8,4,AV,X,50,129
2014,LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,47,138
2014,LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,29,221
2014,LEXUS,GS 350,MID-SIZE,3.5,6,AS8,Z,27,239
2014,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,26,253
2014,LEXUS,GS 450h,MID-SIZE,3.5,6,AV8,Z,37,175
2014,LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,20,320
2014,LEXUS,IS 250,COMPACT,2.5,6,AS6,Z,29,223
2014,LEXUS,IS 250 AWD,COMPACT,2.5,6,AS6,Z,27,239
2014,LEXUS,IS 250 C,SUBCOMPACT,2.5,6,AS6,Z,29,223
2014,LEXUS,IS 350,COMPACT,3.5,6,AS8,Z,27,244
2014,LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,26,253
2014,LEXUS,IS 350 C,SUBCOMPACT,3.5,6,AS6,Z,27,244
2014,LEXUS,IS F,SUBCOMPACT,5,8,AS8,Z,22,290
2014,LEXUS,LS 460,MID-SIZE,4.6,8,AS8,Z,23,283
2014,LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,22,297
2014,LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS8,Z,22,297
2014,LEXUS,LS 600h L,MID-SIZE,5,8,AV8,Z,25,262
2014,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS6,Z,17,380
2014,LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS6,X,24,269
2014,LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,25,255
2014,LEXUS,RX 450h AWD,SUV - SMALL,3.5,6,AV6,Z,34,189
2014,LINCOLN,MKS AWD,FULL-SIZE,3.5,6,AS6,X,24,271
2014,LINCOLN,MKS AWD,FULL-SIZE,3.7,6,AS6,X,25,260
2014,LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,22,294
2014,LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,2,4,AS6,X,28,235
2014,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,23,281
2014,LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS6,X,23,281
2014,LINCOLN,MKZ,MID-SIZE,2,4,AS6,X,31,207
2014,LINCOLN,MKZ AWD,MID-SIZE,3.7,6,AS6,X,25,262
2014,LINCOLN,MKZ HYBRID,MID-SIZE,2,4,AV,X,45,145
2014,LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8,A6,X,18,368
2014,LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8,A6,E,13,346
2014,MASERATI,GHIBLI,MID-SIZE,3,6,AS8,Z,22,292
2014,MASERATI,GHIBLI AWD,MID-SIZE,3,6,AS8,Z,22,292
2014,MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,19,347
2014,MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS6,Z,18,352
2014,MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS8,Z,19,334
2014,MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3,6,AS8,Z,22,301
2014,MAZDA,CX-5,SUV - SMALL,2,4,AS6,X,34,189
2014,MAZDA,CX-5,SUV - SMALL,2,4,M6,X,35,184
2014,MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,33,198
2014,MAZDA,CX-5 4WD,SUV - SMALL,2,4,AS6,X,33,196
2014,MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,32,205
2014,MAZDA,CX-9,SUV - SMALL,3.7,6,AS6,X,23,283
2014,MAZDA,CX-9 4WD,SUV - SMALL,3.7,6,AS6,X,22,290
2014,MAZDA,MAZDA2,COMPACT,1.5,4,A4,X,37,177
2014,MAZDA,MAZDA2,COMPACT,1.5,4,M5,X,38,170
2014,MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,AS6,X,41,159
2014,MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,M6,X,40,161
2014,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,38,170
2014,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,39,168
2014,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2,4,M6,X,40,161
2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2,4,AS6,X,40,163
2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2,4,M6,X,39,166
2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,37,177
2014,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,39,168
2014,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2,4,M6,X,39,166
2014,MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,29,223
2014,MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,29,225
2014,MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,37,175
2014,MAZDA,MAZDA6,MID-SIZE,2.5,4,M6,X,35,186
2014,MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,AS6,X,39,168
2014,MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,28,235
2014,MAZDA,MX-5,TWO-SEATER,2,4,M5,Z,29,221
2014,MAZDA,MX-5,TWO-SEATER,2,4,M6,Z,29,228
2014,MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2,4,AS7,Z,35,184
2014,MERCEDES-BENZ,C 250,COMPACT,1.8,4,AS7,Z,30,216
2014,MERCEDES-BENZ,C 250 COUPE,SUBCOMPACT,1.8,4,AS7,Z,30,216
2014,MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,6,AS7,Z,27,242
2014,MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,6,AS7,E,20,224
2014,MERCEDES-BENZ,C 350,COMPACT,3.5,6,AS7,Z,27,242
2014,MERCEDES-BENZ,C 350 4MATIC,COMPACT,3.5,6,AS7,Z,27,239
2014,MERCEDES-BENZ,C 350 4MATIC COUPE,SUBCOMPACT,3.5,6,AS7,Z,27,244
2014,MERCEDES-BENZ,C 350 COUPE,SUBCOMPACT,3.5,6,AS7,Z,27,242
2014,MERCEDES-BENZ,C 63 AMG,COMPACT,6.2,8,AS7,Z,19,347
2014,MERCEDES-BENZ,C 63 AMG COUPE,SUBCOMPACT,6.2,8,AS7,Z,18,352
2014,MERCEDES-BENZ,CL 550 4MATIC,COMPACT,4.7,8,AS7,Z,21,304
2014,MERCEDES-BENZ,CL 63 AMG,COMPACT,5.5,8,AS7,Z,21,308
2014,MERCEDES-BENZ,CLA 250,COMPACT,2,4,AS7,Z,36,179
2014,MERCEDES-BENZ,CLA 45 AMG 4MATIC,COMPACT,2,4,AS7,Z,31,212
2014,MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,AS7,Z,25,264
2014,MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,8,AS7,Z,22,301
2014,MERCEDES-BENZ,CLS 63 AMG S 4MATIC,COMPACT,5.5,8,AS7,Z,22,301
2014,MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,4,AS7,D,39,194
2014,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS7,Z,28,235
2014,MERCEDES-BENZ,E 350 4MATIC,MID-SIZE,3.5,6,AS7,Z,28,230
2014,MERCEDES-BENZ,E 350 4MATIC COUPE,SUBCOMPACT,3.5,6,AS7,Z,27,239
2014,MERCEDES-BENZ,E 350 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6,AS7,Z,27,242
2014,MERCEDES-BENZ,E 350 CABRIOLET,SUBCOMPACT,3.5,6,AS7,Z,27,239
2014,MERCEDES-BENZ,E 350 COUPE,SUBCOMPACT,3.5,6,AS7,Z,28,235
2014,MERCEDES-BENZ,E 400 HYBRID,MID-SIZE,3.5,6,AS7,Z,32,202
2014,MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,4.7,8,AS7,Z,24,267
2014,MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS7,Z,24,269
2014,MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,AS7,Z,25,262
2014,MERCEDES-BENZ,E 63 AMG 4MATIC,MID-SIZE,5.5,8,AS7,Z,22,297
2014,MERCEDES-BENZ,E 63 AMG 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,21,310
2014,MERCEDES-BENZ,E 63 AMG S 4MATIC,MID-SIZE,5.5,8,AS7,Z,22,297
2014,MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,21,310
2014,MERCEDES-BENZ,G 550,SUV - STANDARD,5.5,8,AS7,Z,16,419
2014,MERCEDES-BENZ,G 63 AMG,SUV - STANDARD,5.5,8,AS7,Z,16,407
2014,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3,6,AS7,D,24,324
2014,MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,19,350
2014,MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,18,359
2014,MERCEDES-BENZ,GL 63 AMG,SUV - STANDARD,5.5,8,AS7,Z,18,363
2014,MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,SUV - SMALL,2.1,4,AS7,D,33,230
2014,MERCEDES-BENZ,GLK 350 4MATIC,SUV - SMALL,3.5,6,AS7,Z,25,260
2014,MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6,AS7,Z,23,278
2014,MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6,AS7,E,18,256
2014,MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV - STANDARD,3,6,AS7,D,27,278
2014,MERCEDES-BENZ,ML 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,20,327
2014,MERCEDES-BENZ,ML 63 AMG 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,18,356
2014,MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,AS7,Z,23,278
2014,MERCEDES-BENZ,S 550 4MATIC SWB,FULL-SIZE,4.7,8,AS7,Z,24,276
2014,MERCEDES-BENZ,S 63 AMG 4MATIC,FULL-SIZE,5.5,8,AS7,Z,21,304
2014,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,AS7,Z,24,269
2014,MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,5.5,8,AS7,Z,22,292
2014,MERCEDES-BENZ,SL 65 AMG,TWO-SEATER,6,8,AS7,Z,20,327
2014,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,AS7,Z,32,205
2014,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,M6,Z,31,207
2014,MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,AS7,Z,29,225
2014,MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,5.5,8,AS7,Z,26,246
2014,MERCEDES-BENZ,SLS AMG BLACK SERIES COUPE,TWO-SEATER,6.2,8,AS7,Z,17,380
2014,MERCEDES-BENZ,SLS AMG GT COUPE,TWO-SEATER,6.2,8,AS7,Z,18,361
2014,MERCEDES-BENZ,SLS AMG ROADSTER,TWO-SEATER,6.2,8,AS7,Z,18,361
2014,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,36,179
2014,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,36,179
2014,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,36,179
2014,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,36,179
2014,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,A6,Z,32,200
2014,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,M6,Z,36,179
2014,MINI,COOPER COUPE,TWO-SEATER,1.6,4,A6,Z,37,175
2014,MINI,COOPER COUPE,TWO-SEATER,1.6,4,M6,Z,39,168
2014,MINI,COOPER PACEMAN,COMPACT,1.6,4,A6,Z,32,200
2014,MINI,COOPER PACEMAN,COMPACT,1.6,4,M6,Z,36,179
2014,MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,A6,Z,36,179
2014,MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,M6,Z,36,179
2014,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,34,191
2014,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,35,184
2014,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,34,191
2014,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,35,184
2014,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,31,207
2014,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,33,196
2014,MINI,COOPER S COUPE,TWO-SEATER,1.6,4,A6,Z,34,191
2014,MINI,COOPER S COUPE,TWO-SEATER,1.6,4,M6,Z,35,184
2014,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,A6,Z,31,207
2014,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Z,33,196
2014,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,A6,Z,34,191
2014,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,M6,Z,35,184
2014,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,34,191
2014,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,35,184
2014,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,34,191
2014,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,35,184
2014,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,31,207
2014,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,33,196
2014,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,A6,Z,34,191
2014,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,M6,Z,35,184
2014,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,A6,Z,31,207
2014,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Z,33,196
2014,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,A6,Z,34,191
2014,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,M6,Z,35,184
2014,MITSUBISHI,LANCER,COMPACT,2,4,AV6,X,34,189
2014,MITSUBISHI,LANCER,COMPACT,2,4,M5,X,34,191
2014,MITSUBISHI,LANCER AWD,COMPACT,2.4,4,AV6,X,30,218
2014,MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,AM6,Z,23,288
2014,MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,M5,Z,23,283
2014,MITSUBISHI,LANCER RALLIART,COMPACT,2,4,AM6,Z,24,267
2014,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,AV6,X,33,198
2014,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,M5,X,33,198
2014,MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,47,138
2014,MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,44,147
2014,MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,33,198
2014,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,31,209
2014,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3,6,AS6,Z,28,235
2014,MITSUBISHI,RVR,SUV - SMALL,2,4,AV6,X,32,200
2014,MITSUBISHI,RVR,SUV - SMALL,2,4,M5,X,32,202
2014,MITSUBISHI,RVR 4WD,SUV - SMALL,2,4,AV6,X,31,207
2014,NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,26,253
2014,NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,25,264
2014,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,25,262
2014,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,24,269
2014,NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,37,175
2014,NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,30,214
2014,NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,A5,X,17,380
2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,23,283
2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,25,260
2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4,6,A5,X,22,292
2014,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,21,315
2014,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,M6,X,22,301
2014,NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,22,297
2014,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV,Z,35,186
2014,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,Z,33,198
2014,NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV,Z,32,200
2014,NISSAN,MAXIMA,MID-SIZE,3.5,6,AV,Z,26,251
2014,NISSAN,MURANO AWD,SUV - SMALL,3.5,6,AV,X,24,271
2014,NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2,4,AV,X,30,214
2014,NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,27,244
2014,NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,26,253
2014,NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,2.5,4,AV,X,32,202
2014,NISSAN,QUEST,MINIVAN,3.5,6,AV,X,25,255
2014,NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,34,191
2014,NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,33,198
2014,NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,40,161
2014,NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,36,179
2014,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,18,359
2014,NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,A5,X,16,398
2014,NISSAN,VERSA,COMPACT,1.6,4,AV,X,43,152
2014,NISSAN,VERSA,COMPACT,1.6,4,M5,X,37,177
2014,NISSAN,XTERRA 4WD,SUV - SMALL,4,6,A5,X,20,327
2014,NISSAN,XTERRA 4WD,SUV - SMALL,4,6,M6,X,21,315
2014,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,AM7,Z,28,232
2014,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,M7,Z,26,246
2014,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AM7,Z,27,237
2014,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,M7,Z,26,246
2014,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,27,242
2014,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,M7,Z,26,253
2014,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM7,Z,26,248
2014,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,M7,Z,26,253
2014,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,26,253
2014,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,25,258
2014,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,28,232
2014,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M7,Z,26,246
2014,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM7,Z,27,244
2014,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M7,Z,26,248
2014,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,26,246
2014,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,26,251
2014,PORSCHE,911 GT3,TWO-SEATER,3.8,6,AM7,Z,20,322
2014,PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,24,274
2014,PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,24,274
2014,PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,24,274
2014,PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,24,274
2014,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM7,Z,31,212
2014,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M6,Z,29,228
2014,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,29,225
2014,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,27,239
2014,PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,24,276
2014,PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,M6,Z,21,313
2014,PORSCHE,CAYENNE DIESEL,SUV - STANDARD,3,6,A8,D,27,281
2014,PORSCHE,CAYENNE GTS,SUV - STANDARD,4.8,8,A8,Z,20,320
2014,PORSCHE,CAYENNE S,SUV - STANDARD,4.8,8,A8,Z,22,299
2014,PORSCHE,CAYENNE S HYBRID,SUV - STANDARD,3,6,A8,Z,26,251
2014,PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,21,315
2014,PORSCHE,CAYMAN,TWO-SEATER,2.7,6,AM7,Z,31,212
2014,PORSCHE,CAYMAN,TWO-SEATER,2.7,6,M6,Z,29,228
2014,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AM7,Z,29,225
2014,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M6,Z,27,239
2014,PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,26,251
2014,PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Z,25,255
2014,PORSCHE,PANAMERA 4S,FULL-SIZE,3,6,AM7,Z,25,260
2014,PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3,6,AM7,Z,25,264
2014,PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,22,292
2014,PORSCHE,PANAMERA S,FULL-SIZE,3,6,AM7,Z,25,260
2014,PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AM7,Z,22,294
2014,PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,22,297
2014,RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,19,340
2014,RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,21,313
2014,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,18,354
2014,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,20,324
2014,RAM,1500 4X4 DIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,27,286
2014,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,22,290
2014,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,16,285
2014,RAM,1500 DIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,28,275
2014,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,24,274
2014,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,17,269
2014,RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A8,X,25,260
2014,RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,X,25,262
2014,RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,E,18,254
2014,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,A8,Z,18,368
2014,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,A8,Z,18,368
2014,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,A8,Z,17,393
2014,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,A8,Z,17,393
2014,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,A8,Z,17,393
2014,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,A8,Z,17,393
2014,ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,A8,Z,18,359
2014,SCION,FR-S,MINICOMPACT,2,4,AS6,Z,34,193
2014,SCION,FR-S,MINICOMPACT,2,4,M6,Z,30,218
2014,SCION,iQ,MINICOMPACT,1.3,4,AV,X,46,143
2014,SCION,tC,COMPACT,2.5,4,AS6,X,31,207
2014,SCION,tC,COMPACT,2.5,4,M6,X,31,207
2014,SCION,xB,STATION WAGON - SMALL,2.4,4,AS4,X,29,228
2014,SCION,xB,STATION WAGON - SMALL,2.4,4,M5,X,29,228
2014,SCION,xD,SUBCOMPACT,1.8,4,A4,X,35,184
2014,SCION,xD,SUBCOMPACT,1.8,4,M5,X,36,182
2014,SMART,FORTWO CABRIOLET,TWO-SEATER,1,3,AM5,Z,44,147
2014,SMART,FORTWO COUPE,TWO-SEATER,1,3,AM5,Z,44,147
2014,SRT,VIPER COUPE,TWO-SEATER,8.4,10,M6,Z,17,389
2014,SRT,VIPER GTS COUPE,TWO-SEATER,8.4,10,M6,Z,17,389
2014,SUBARU,BRZ,MINICOMPACT,2,4,AS6,Z,33,196
2014,SUBARU,BRZ,MINICOMPACT,2,4,M6,Z,29,221
2014,SUBARU,FORESTER AWD,SUV - SMALL,2,4,AV,Z,30,218
2014,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV,X,33,198
2014,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,29,223
2014,SUBARU,IMPREZA AWD,COMPACT,2,4,AV,X,36,179
2014,SUBARU,IMPREZA AWD,COMPACT,2,4,M5,X,33,196
